03/07-11:50:01.819752 ,"INFO TELNET access",172.16.115.20,23,202.77.162.213,47496
03/07-11:50:02.146207 ,"RSERVICES rsh root",172.16.115.20,1023,202.77.162.213,514
03/07-11:50:02.346137 ,"RSERVICES rsh root",172.16.115.20,1022,202.77.162.213,514
03/07-11:50:03.746198 ,"RSERVICES rsh root",172.16.115.20,1022,202.77.162.213,514
03/07-11:50:04.746124 ,"RSERVICES rsh root",172.16.115.20,1021,202.77.162.213,514
03/07-11:50:21.064056 ,"INFO TELNET access",172.16.112.10,23,202.77.162.213,47502
03/07-11:50:21.344974 ,"RSERVICES rsh root",172.16.112.10,1023,202.77.162.213,514
03/07-11:50:21.544941 ,"RSERVICES rsh root",172.16.112.10,1022,202.77.162.213,514
03/07-11:50:37.923074 ,"INFO TELNET access",172.16.112.50,23,202.77.162.213,47512
03/07-11:50:38.344016 ,"RSERVICES rsh root",172.16.112.50,1023,202.77.162.213,514
03/07-11:50:38.543963 ,"RSERVICES rsh root",172.16.112.50,1023,202.77.162.213,514
