"1","2000-03-07 07:33:10","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60249","RPC portmap sadmind request UDP","rpc-portmap-decode"
"2","2000-03-07 07:33:10","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60251","RPC sadmind query with root credentials attempt UDP","misc-attack"
"3","2000-03-07 07:33:10","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60251","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"4","2000-03-07 07:33:12","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60253","RPC portmap sadmind request UDP","rpc-portmap-decode"
"5","2000-03-07 07:33:12","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60255","RPC sadmind query with root credentials attempt UDP","misc-attack"
"6","2000-03-07 07:33:12","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60255","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"7","2000-03-07 07:33:14","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46956","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"8","2000-03-07 07:33:18","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46956","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET Bad Login","bad-unknown"
"9","2000-03-07 07:33:18","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46956","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET login incorrect","bad-unknown"
"10","2000-03-07 07:33:18","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60267","RPC portmap sadmind request UDP","rpc-portmap-decode"
"11","2000-03-07 07:33:18","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60269","RPC sadmind query with root credentials attempt UDP","misc-attack"
"12","2000-03-07 07:33:18","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60269","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"13","2000-03-07 07:33:20","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60274","RPC portmap sadmind request UDP","rpc-portmap-decode"
"14","2000-03-07 07:33:20","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60276","RPC sadmind query with root credentials attempt UDP","misc-attack"
"15","2000-03-07 07:33:20","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60276","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"16","2000-03-07 07:33:23","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46958","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"17","2000-03-07 07:33:27","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46958","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET Bad Login","bad-unknown"
"18","2000-03-07 07:33:27","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46958","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET login incorrect","bad-unknown"
"19","2000-03-07 07:33:27","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60287","RPC portmap sadmind request UDP","rpc-portmap-decode"
"20","2000-03-07 07:33:27","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60289","RPC sadmind query with root credentials attempt UDP","misc-attack"
"21","2000-03-07 07:33:27","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60289","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"22","2000-03-07 07:33:29","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60298","RPC portmap sadmind request UDP","rpc-portmap-decode"
"23","2000-03-07 07:33:29","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60300","RPC sadmind query with root credentials attempt UDP","misc-attack"
"24","2000-03-07 07:33:29","172.16.115.20","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60300","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"25","2000-03-07 07:33:32","202.77.162.213","172.16.115.20","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46959","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"26","2000-03-07 07:34:36","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60517","RPC portmap sadmind request UDP","rpc-portmap-decode"
"27","2000-03-07 07:34:36","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60519","RPC sadmind query with root credentials attempt UDP","misc-attack"
"28","2000-03-07 07:34:36","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60519","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"29","2000-03-07 07:34:38","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60522","RPC portmap sadmind request UDP","rpc-portmap-decode"
"30","2000-03-07 07:34:38","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60524","RPC sadmind query with root credentials attempt UDP","misc-attack"
"31","2000-03-07 07:34:38","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60524","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"32","2000-03-07 07:34:40","202.77.162.213","172.16.112.10","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46986","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"33","2000-03-07 07:34:44","202.77.162.213","172.16.112.10","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46986","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET Bad Login","bad-unknown"
"34","2000-03-07 07:34:44","202.77.162.213","172.16.112.10","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46986","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET login incorrect","bad-unknown"
"35","2000-03-07 07:34:44","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60540","RPC portmap sadmind request UDP","rpc-portmap-decode"
"36","2000-03-07 07:34:44","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60542","RPC sadmind query with root credentials attempt UDP","misc-attack"
"37","2000-03-07 07:34:44","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60542","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"38","2000-03-07 07:34:46","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60547","RPC portmap sadmind request UDP","rpc-portmap-decode"
"39","2000-03-07 07:34:46","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60549","RPC sadmind query with root credentials attempt UDP","misc-attack"
"40","2000-03-07 07:34:46","172.16.112.10","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32774","60549","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"41","2000-03-07 07:34:48","202.77.162.213","172.16.112.10","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46987","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"42","2000-03-07 07:34:48","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60567","RPC portmap sadmind request UDP","rpc-portmap-decode"
"43","2000-03-07 07:34:48","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60569","RPC sadmind query with root credentials attempt UDP","misc-attack"
"44","2000-03-07 07:34:48","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60569","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"45","2000-03-07 07:34:51","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60576","RPC portmap sadmind request UDP","rpc-portmap-decode"
"46","2000-03-07 07:34:51","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60578","RPC sadmind query with root credentials attempt UDP","misc-attack"
"47","2000-03-07 07:34:51","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60578","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"48","2000-03-07 07:34:53","202.77.162.213","172.16.112.50","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46988","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
"49","2000-03-07 07:34:57","202.77.162.213","172.16.112.50","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46988","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET Bad Login","bad-unknown"
"50","2000-03-07 07:34:57","202.77.162.213","172.16.112.50","Tidak menggunakan ICMP","Tidak menggunakan ICMP","46988","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET login incorrect","bad-unknown"
"51","2000-03-07 07:34:57","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60603","RPC portmap sadmind request UDP","rpc-portmap-decode"
"52","2000-03-07 07:34:57","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60605","RPC sadmind query with root credentials attempt UDP","misc-attack"
"53","2000-03-07 07:34:57","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60605","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"54","2000-03-07 07:34:59","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","111","60617","RPC portmap sadmind request UDP","rpc-portmap-decode"
"55","2000-03-07 07:34:59","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60619","RPC sadmind query with root credentials attempt UDP","misc-attack"
"56","2000-03-07 07:34:59","172.16.112.50","202.77.162.213","Tidak menggunakan ICMP","Tidak menggunakan ICMP","Tidak menggunakan TCP","Tidak menggunakan TCP","32773","60619","RPC sadmind UDP NETMGT_PROC_SERVICE CLIENT_DOMAIN overflow attempt","attempted-admin"
"57","2000-03-07 07:35:01","202.77.162.213","172.16.112.50","Tidak menggunakan ICMP","Tidak menggunakan ICMP","47014","23","Tidak menggunakan UDP","Tidak menggunakan UDP","INFO TELNET access","not-suspicious"
